Time,total_population,colonized,detected,isolated
3651.00,96,44,4,4
3651.00,96,44,4,4
3652.00,93,45,6,6
3652.00,93,45,6,6
3653.00,90,43,6,6
3653.00,90,43,6,6
3654.00,87,44,5,5
3654.00,87,44,5,5
3655.00,87,43,5,5
3655.00,87,43,5,5
3656.00,96,46,5,5
3656.00,96,46,5,5
3657.00,93,44,6,6
3657.00,93,44,6,6
3658.00,97,46,6,6
3658.00,97,46,6,6
3659.00,99,46,7,7
3659.00,99,46,7,7
3660.00,98,44,7,7
3660.00,98,44,7,7
3661.00,102,44,8,8
3661.00,102,44,8,8
3662.00,100,41,8,8
3662.00,100,41,8,8
3663.00,97,40,8,8
3663.00,97,40,8,8
3664.00,100,42,8,8
3664.00,100,42,8,8
3665.00,101,41,7,7
3665.00,101,41,7,7
3666.00,100,40,7,7
3666.00,100,40,7,7
3667.00,100,37,7,7
3667.00,100,37,7,7
3668.00,100,41,7,7
3668.00,100,41,7,7
3669.00,100,41,7,7
3669.00,100,41,7,7
3670.00,98,40,7,7
3670.00,98,40,7,7
3671.00,96,38,7,7
3671.00,96,38,7,7
3672.00,93,36,6,6
3672.00,93,36,6,6
3673.00,90,34,5,5
3673.00,90,34,5,5
3674.00,86,34,5,5
3674.00,86,34,5,5
3675.00,83,32,4,4
3675.00,83,32,4,4
3676.00,83,31,4,4
3676.00,83,31,4,4
3677.00,85,32,5,5
3677.00,85,32,5,5
3678.00,88,32,3,3
3678.00,88,32,3,3
3679.00,89,33,3,3
3679.00,89,33,3,3
3680.00,89,30,3,3
3680.00,89,30,3,3
3681.00,93,34,3,3
3681.00,93,34,3,3
3682.00,94,34,4,4
3682.00,94,34,4,4
3683.00,96,34,4,4
3683.00,96,34,4,4
3684.00,98,32,4,4
3684.00,98,32,4,4
3685.00,94,33,5,5
3685.00,94,33,5,5
3686.00,92,37,5,5
3686.00,92,37,5,5
3687.00,93,39,5,5
3687.00,93,39,5,5
3688.00,92,36,4,4
3688.00,92,36,4,4
3689.00,98,39,4,4
3689.00,98,39,4,4
3690.00,100,41,4,4
3690.00,100,41,4,4
3691.00,101,43,4,4
3691.00,101,43,4,4
3692.00,100,45,4,4
3692.00,100,45,4,4
3693.00,99,44,3,3
3693.00,99,44,3,3
3694.00,96,43,3,3
3694.00,96,43,3,3
3695.00,97,43,2,2
3695.00,97,43,2,2
3696.00,97,43,3,3
3696.00,97,43,3,3
3697.00,101,43,4,4
3697.00,101,43,4,4
3698.00,102,42,6,6
3698.00,102,42,6,6
3699.00,104,41,6,6
3699.00,104,41,6,6
3700.00,102,38,6,6
3700.00,102,38,6,6
3701.00,98,37,6,6
3701.00,98,37,6,6
3702.00,93,35,4,4
3702.00,93,35,4,4
3703.00,92,35,4,4
3703.00,92,35,4,4
3704.00,94,37,4,4
3704.00,94,37,4,4
3705.00,94,37,5,5
3705.00,94,37,5,5
3706.00,94,37,5,5
3706.00,94,37,5,5
3707.00,94,39,6,6
3707.00,94,39,6,6
3708.00,93,40,6,6
3708.00,93,40,6,6
3709.00,90,38,6,6
3709.00,90,38,6,6
3710.00,92,39,6,6
3710.00,92,39,6,6
3711.00,91,40,6,6
3711.00,91,40,6,6
3712.00,92,40,6,6
3712.00,92,40,6,6
3713.00,92,41,6,6
3713.00,92,41,6,6
3714.00,94,40,7,7
3714.00,94,40,7,7
3715.00,93,41,7,7
3715.00,93,41,7,7
3716.00,93,39,7,7
3716.00,93,39,7,7
3717.00,87,37,6,6
3717.00,87,37,6,6
3718.00,83,35,5,5
3718.00,83,35,5,5
3719.00,85,38,5,5
3719.00,85,38,5,5
3720.00,88,38,5,5
3720.00,88,38,5,5
3721.00,85,39,5,5
3721.00,85,39,5,5
3722.00,85,41,3,3
3722.00,85,41,3,3
3723.00,84,39,3,3
3723.00,84,39,3,3
3724.00,83,37,3,3
3724.00,83,37,3,3
3725.00,85,36,3,3
3725.00,85,36,3,3
3726.00,85,34,3,3
3726.00,85,34,3,3
3727.00,87,31,3,3
3727.00,87,31,3,3
3728.00,87,33,4,4
3728.00,87,33,4,4
3729.00,89,36,4,4
3729.00,89,36,4,4
3730.00,90,35,3,3
3730.00,90,35,3,3
3731.00,87,32,3,3
3731.00,87,32,3,3
3732.00,89,32,3,3
3732.00,89,32,3,3
3733.00,83,30,2,2
3733.00,83,30,2,2
3734.00,83,29,2,2
3734.00,83,29,2,2
3735.00,78,27,2,2
3735.00,78,27,2,2
3736.00,80,29,2,2
3736.00,80,29,2,2
3737.00,74,27,2,2
3737.00,74,27,2,2
3738.00,76,27,4,4
3738.00,76,27,4,4
3739.00,80,29,4,4
3739.00,80,29,4,4
3740.00,79,29,4,4
3740.00,79,29,4,4
3741.00,79,29,3,3
3741.00,79,29,3,3
3742.00,81,31,4,4
3742.00,81,31,4,4
3743.00,82,33,3,3
3743.00,82,33,3,3
3744.00,83,33,3,3
3744.00,83,33,3,3
3745.00,87,33,3,3
3745.00,87,33,3,3
3746.00,87,32,4,4
3746.00,87,32,4,4
3747.00,89,35,4,4
3747.00,89,35,4,4
3748.00,86,34,4,4
3748.00,86,34,4,4
3749.00,87,34,6,6
3749.00,87,34,6,6
3750.00,90,33,6,6
3750.00,90,33,6,6
3751.00,85,31,5,5
3751.00,85,31,5,5
3752.00,84,32,5,5
3752.00,84,32,5,5
3753.00,87,33,5,5
3753.00,87,33,5,5
3754.00,87,33,4,4
3754.00,87,33,4,4
3755.00,88,34,4,4
3755.00,88,34,4,4
3756.00,85,33,4,4
3756.00,85,33,4,4
3757.00,90,34,5,5
3757.00,90,34,5,5
3758.00,91,36,5,5
3758.00,91,36,5,5
3759.00,86,35,4,4
3759.00,86,35,4,4
3760.00,87,34,4,4
3760.00,87,34,4,4
3761.00,88,36,4,4
3761.00,88,36,4,4
3762.00,88,36,4,4
3762.00,88,36,4,4
3763.00,90,37,3,3
3763.00,90,37,3,3
3764.00,87,37,3,3
3764.00,87,37,3,3
3765.00,88,37,3,3
3765.00,88,37,3,3
3766.00,89,37,3,3
3766.00,89,37,3,3
3767.00,91,41,4,4
3767.00,91,41,4,4
3768.00,91,38,4,4
3768.00,91,38,4,4
3769.00,92,39,5,5
3769.00,92,39,5,5
3770.00,89,35,6,6
3770.00,89,35,6,6
3771.00,91,38,7,7
3771.00,91,38,7,7
3772.00,91,40,9,9
3772.00,91,40,9,9
3773.00,94,41,8,8
3773.00,94,41,8,8
3774.00,92,42,8,8
3774.00,92,42,8,8
3775.00,89,39,7,7
3775.00,89,39,7,7
3776.00,91,38,7,7
3776.00,91,38,7,7
3777.00,94,37,8,8
3777.00,94,37,8,8
3778.00,94,38,8,8
3778.00,94,38,8,8
3779.00,93,37,7,7
3779.00,93,37,7,7
3780.00,93,38,7,7
3780.00,93,38,7,7
3781.00,95,42,7,7
3781.00,95,42,7,7
3782.00,97,44,7,7
3782.00,97,44,7,7
3783.00,100,45,7,7
3783.00,100,45,7,7
3784.00,99,45,7,7
3784.00,99,45,7,7
3785.00,96,43,7,7
3785.00,96,43,7,7
3786.00,94,45,7,7
3786.00,94,45,7,7
3787.00,89,45,7,7
3787.00,89,45,7,7
3788.00,92,45,7,7
3788.00,92,45,7,7
3789.00,98,48,7,7
3789.00,98,48,7,7
3790.00,99,46,6,6
3790.00,99,46,6,6
3791.00,96,47,7,7
3791.00,96,47,7,7
3792.00,98,51,7,7
3792.00,98,51,7,7
3793.00,99,53,7,7
3793.00,99,53,7,7
3794.00,100,52,7,7
3794.00,100,52,7,7
3795.00,101,53,7,7
3795.00,101,53,7,7
3796.00,103,50,7,7
3796.00,103,50,7,7
3797.00,100,53,8,8
3797.00,100,53,8,8
3798.00,104,55,8,8
3798.00,104,55,8,8
3799.00,98,51,8,8
3799.00,98,51,8,8
3800.00,102,52,9,9
3800.00,102,52,9,9
3801.00,104,51,9,9
3801.00,104,51,9,9
3802.00,101,48,10,10
3802.00,101,48,10,10
3803.00,102,51,9,9
3803.00,102,51,9,9
3804.00,104,55,9,9
3804.00,104,55,9,9
3805.00,107,52,10,10
3805.00,107,52,10,10
3806.00,109,54,10,10
3806.00,109,54,10,10
3807.00,106,53,10,10
3807.00,106,53,10,10
3808.00,107,53,10,10
3808.00,107,53,10,10
3809.00,110,54,8,8
3809.00,110,54,8,8
3810.00,105,50,8,8
3810.00,105,50,8,8
3811.00,103,49,7,7
3811.00,103,49,7,7
3812.00,104,48,7,7
3812.00,104,48,7,7
3813.00,100,42,5,5
3813.00,100,42,5,5
3814.00,100,38,4,4
3814.00,100,38,4,4
3815.00,98,37,4,4
3815.00,98,37,4,4
3816.00,97,37,4,4
3816.00,97,37,4,4
3817.00,96,40,4,4
3817.00,96,40,4,4
3818.00,96,40,5,5
3818.00,96,40,5,5
3819.00,92,39,5,5
3819.00,92,39,5,5
3820.00,91,37,5,5
3820.00,91,37,5,5
3821.00,93,36,6,6
3821.00,93,36,6,6
3822.00,98,36,6,6
3822.00,98,36,6,6
3823.00,94,37,6,6
3823.00,94,37,6,6
3824.00,93,37,4,4
3824.00,93,37,4,4
3825.00,96,39,3,3
3825.00,96,39,3,3
3826.00,97,38,3,3
3826.00,97,38,3,3
3827.00,94,38,4,4
3827.00,94,38,4,4
3828.00,94,39,4,4
3828.00,94,39,4,4
3829.00,92,39,4,4
3829.00,92,39,4,4
3830.00,92,39,3,3
3830.00,92,39,3,3
3831.00,93,38,3,3
3831.00,93,38,3,3
3832.00,95,42,2,2
3832.00,95,42,2,2
3833.00,93,41,2,2
3833.00,93,41,2,2
3834.00,93,43,2,2
3834.00,93,43,2,2
3835.00,95,44,3,3
3835.00,95,44,3,3
3836.00,98,43,3,3
3836.00,98,43,3,3
3837.00,104,44,4,4
3837.00,104,44,4,4
3838.00,103,45,4,4
3838.00,103,45,4,4
3839.00,103,44,4,4
3839.00,103,44,4,4
3840.00,97,42,3,3
3840.00,97,42,3,3
3841.00,97,42,3,3
3841.00,97,42,3,3
3842.00,97,43,3,3
3842.00,97,43,3,3
3843.00,101,43,3,3
3843.00,101,43,3,3
3844.00,100,45,3,3
3844.00,100,45,3,3
3845.00,102,46,3,3
3845.00,102,46,3,3
3846.00,104,48,3,3
3846.00,104,48,3,3
3847.00,104,46,2,2
3847.00,104,46,2,2
3848.00,107,47,3,3
3848.00,107,47,3,3
3849.00,111,51,4,4
3849.00,111,51,4,4
3850.00,115,53,5,5
3850.00,115,53,5,5
3851.00,113,53,5,5
3851.00,113,53,5,5
3852.00,109,53,5,5
3852.00,109,53,5,5
3853.00,108,52,5,5
3853.00,108,52,5,5
3854.00,107,51,5,5
3854.00,107,51,5,5
3855.00,106,50,5,5
3855.00,106,50,5,5
3856.00,104,51,6,6
3856.00,104,51,6,6
3857.00,108,51,7,7
3857.00,108,51,7,7
3858.00,106,48,6,6
3858.00,106,48,6,6
3859.00,105,49,6,6
3859.00,105,49,6,6
3860.00,101,46,6,6
3860.00,101,46,6,6
3861.00,100,43,7,7
3861.00,100,43,7,7
3862.00,100,41,6,6
3862.00,100,41,6,6
3863.00,107,44,6,6
3863.00,107,44,6,6
3864.00,103,43,6,6
3864.00,103,43,6,6
3865.00,106,45,6,6
3865.00,106,45,6,6
3866.00,107,46,7,7
3866.00,107,46,7,7
3867.00,109,46,6,6
3867.00,109,46,6,6
3868.00,105,43,8,8
3868.00,105,43,8,8
3869.00,105,40,7,7
3869.00,105,40,7,7
3870.00,104,42,8,8
3870.00,104,42,8,8
3871.00,109,44,8,8
3871.00,109,44,8,8
3872.00,111,45,8,8
3872.00,111,45,8,8
3873.00,106,44,8,8
3873.00,106,44,8,8
3874.00,106,43,8,8
3874.00,106,43,8,8
3875.00,101,39,7,7
3875.00,101,39,7,7
3876.00,103,40,7,7
3876.00,103,40,7,7
3877.00,101,42,7,7
3877.00,101,42,7,7
3878.00,100,43,6,6
3878.00,100,43,6,6
3879.00,100,42,6,6
3879.00,100,42,6,6
3880.00,99,41,6,6
3880.00,99,41,6,6
3881.00,97,39,6,6
3881.00,97,39,6,6
3882.00,94,38,4,4
3882.00,94,38,4,4
3883.00,94,38,3,3
3883.00,94,38,3,3
3884.00,96,38,3,3
3884.00,96,38,3,3
3885.00,97,38,3,3
3885.00,97,38,3,3
3886.00,96,40,3,3
3886.00,96,40,3,3
3887.00,92,38,3,3
3887.00,92,38,3,3
3888.00,93,38,3,3
3888.00,93,38,3,3
3889.00,95,43,4,4
3889.00,95,43,4,4
3890.00,93,43,4,4
3890.00,93,43,4,4
3891.00,90,41,5,5
3891.00,90,41,5,5
3892.00,85,42,5,5
3892.00,85,42,5,5
3893.00,86,42,5,5
3893.00,86,42,5,5
3894.00,86,43,5,5
3894.00,86,43,5,5
3895.00,87,41,5,5
3895.00,87,41,5,5
3896.00,87,40,6,6
3896.00,87,40,6,6
3897.00,88,41,5,5
3897.00,88,41,5,5
3898.00,90,40,4,4
3898.00,90,40,4,4
3899.00,88,39,5,5
3899.00,88,39,5,5
3900.00,90,40,5,5
3900.00,90,40,5,5
3901.00,93,42,5,5
3901.00,93,42,5,5
3902.00,90,40,3,3
3902.00,90,40,3,3
3903.00,89,39,3,3
3903.00,89,39,3,3
3904.00,94,41,4,4
3904.00,94,41,4,4
3905.00,91,40,3,3
3905.00,91,40,3,3
3906.00,90,39,3,3
3906.00,90,39,3,3
3907.00,91,40,3,3
3907.00,91,40,3,3
3908.00,90,40,2,2
3908.00,90,40,2,2
3909.00,91,42,2,2
3909.00,91,42,2,2
3910.00,90,44,2,2
3910.00,90,44,2,2
3911.00,90,42,2,2
3911.00,90,42,2,2
3912.00,94,44,2,2
3912.00,94,44,2,2
3913.00,91,43,2,2
3913.00,91,43,2,2
3914.00,89,42,2,2
3914.00,89,42,2,2
3915.00,91,42,4,4
3915.00,91,42,4,4
3916.00,90,44,4,4
3916.00,90,44,4,4
3917.00,91,45,4,4
3917.00,91,45,4,4
3918.00,90,44,4,4
3918.00,90,44,4,4
3919.00,94,45,4,4
3919.00,94,45,4,4
3920.00,96,47,4,4
3920.00,96,47,4,4
3921.00,98,49,4,4
3921.00,98,49,4,4
3922.00,101,49,4,4
3922.00,101,49,4,4
3923.00,102,49,5,5
3923.00,102,49,5,5
3924.00,103,49,6,6
3924.00,103,49,6,6
3925.00,99,48,4,4
3925.00,99,48,4,4
3926.00,100,49,5,5
3926.00,100,49,5,5
3927.00,102,47,4,4
3927.00,102,47,4,4
3928.00,101,46,4,4
3928.00,101,46,4,4
3929.00,98,44,4,4
3929.00,98,44,4,4
3930.00,98,43,4,4
3930.00,98,43,4,4
3931.00,102,45,4,4
3931.00,102,45,4,4
3932.00,103,44,3,3
3932.00,103,44,3,3
3933.00,104,44,4,4
3933.00,104,44,4,4
3934.00,105,44,4,4
3934.00,105,44,4,4
3935.00,102,44,4,4
3935.00,102,44,4,4
3936.00,101,43,4,4
3936.00,101,43,4,4
3937.00,100,43,4,4
3937.00,100,43,4,4
3938.00,100,43,5,5
3938.00,100,43,5,5
3939.00,101,41,5,5
3939.00,101,41,5,5
3940.00,102,46,5,5
3940.00,102,46,5,5
3941.00,104,43,5,5
3941.00,104,43,5,5
3942.00,105,43,5,5
3942.00,105,43,5,5
3943.00,107,49,4,4
3943.00,107,49,4,4
3944.00,114,54,6,6
3944.00,114,54,6,6
3945.00,115,55,6,6
3945.00,115,55,6,6
3946.00,114,53,6,6
3946.00,114,53,6,6
3947.00,117,55,8,8
3947.00,117,55,8,8
3948.00,115,52,8,8
3948.00,115,52,8,8
3949.00,117,53,8,8
3949.00,117,53,8,8
3950.00,117,52,8,8
3950.00,117,52,8,8
3951.00,114,49,9,9
3951.00,114,49,9,9
3952.00,114,46,8,8
3952.00,114,46,8,8
3953.00,112,52,8,8
3953.00,112,52,8,8
3954.00,113,54,8,8
3954.00,113,54,8,8
3955.00,113,55,8,8
3955.00,113,55,8,8
3956.00,111,54,9,9
3956.00,111,54,9,9
3957.00,110,52,10,10
3957.00,110,52,10,10
3958.00,104,44,10,10
3958.00,104,44,10,10
3959.00,103,42,10,10
3959.00,103,42,10,10
3960.00,98,38,8,8
3960.00,98,38,8,8
3961.00,95,39,8,8
3961.00,95,39,8,8
3962.00,95,36,7,7
3962.00,95,36,7,7
3963.00,98,41,7,7
3963.00,98,41,7,7
3964.00,95,40,7,7
3964.00,95,40,7,7
3965.00,95,44,6,6
3965.00,95,44,6,6
3966.00,98,44,6,6
3966.00,98,44,6,6
3967.00,94,43,6,6
3967.00,94,43,6,6
3968.00,93,45,6,6
3968.00,93,45,6,6
3969.00,97,43,6,6
3969.00,97,43,6,6
3970.00,96,42,6,6
3970.00,96,42,6,6
3971.00,99,44,6,6
3971.00,99,44,6,6
3972.00,102,47,7,7
3972.00,102,47,7,7
3973.00,105,48,6,6
3973.00,105,48,6,6
3974.00,104,46,5,5
3974.00,104,46,5,5
3975.00,104,47,3,3
3975.00,104,47,3,3
3976.00,100,44,3,3
3976.00,100,44,3,3
3977.00,98,43,4,4
3977.00,98,43,4,4
3978.00,102,46,5,5
3978.00,102,46,5,5
3979.00,101,46,8,8
3979.00,101,46,8,8
3980.00,100,43,8,8
3980.00,100,43,8,8
3981.00,97,41,8,8
3981.00,97,41,8,8
3982.00,94,41,8,8
3982.00,94,41,8,8
3983.00,97,45,7,7
3983.00,97,45,7,7
3984.00,100,46,8,8
3984.00,100,46,8,8
3985.00,96,42,7,7
3985.00,96,42,7,7
3986.00,96,39,7,7
3986.00,96,39,7,7
3987.00,93,41,7,7
3987.00,93,41,7,7
3988.00,92,44,6,6
3988.00,92,44,6,6
3989.00,95,45,6,6
3989.00,95,45,6,6
3990.00,95,47,6,6
3990.00,95,47,6,6
3991.00,102,49,7,7
3991.00,102,49,7,7
3992.00,98,45,7,7
3992.00,98,45,7,7
3993.00,95,46,7,7
3993.00,95,46,7,7
3994.00,97,43,9,9
3994.00,97,43,9,9
3995.00,95,42,9,9
3995.00,95,42,9,9
3996.00,92,41,10,10
3996.00,92,41,10,10
3997.00,92,38,9,9
3997.00,92,38,9,9
3998.00,94,40,9,9
3998.00,94,40,9,9
3999.00,95,40,10,10
3999.00,95,40,10,10
4000.00,93,41,10,10
4000.00,93,41,10,10
4001.00,93,38,11,11
4001.00,93,38,11,11
4002.00,93,38,11,11
4002.00,93,38,11,11
4003.00,95,36,11,11
4003.00,95,36,11,11
4004.00,99,34,11,11
4004.00,99,34,11,11
4005.00,101,35,9,9
4005.00,101,35,9,9
4006.00,107,40,9,9
4006.00,107,40,9,9
4007.00,105,39,9,9
4007.00,105,39,9,9
4008.00,111,42,9,9
4008.00,111,42,9,9
4009.00,111,41,9,9
4009.00,111,41,9,9
4010.00,114,42,9,9
4010.00,114,42,9,9
4011.00,116,42,8,8
4011.00,116,42,8,8
4012.00,117,43,8,8
4012.00,117,43,8,8
4013.00,122,43,7,7
4013.00,122,43,7,7
4014.00,123,43,6,6
4014.00,123,43,6,6
4015.00,125,44,7,7
4015.00,125,44,7,7
4016.00,124,42,6,6
4016.00,124,42,6,6
4017.00,121,41,6,6
4017.00,121,41,6,6
4018.00,125,41,7,7
4018.00,125,41,7,7
4019.00,128,41,6,6
4019.00,128,41,6,6
4020.00,127,40,6,6
4020.00,127,40,6,6
4021.00,125,38,6,6
4021.00,125,38,6,6
4022.00,122,38,7,7
4022.00,122,38,7,7
4023.00,121,39,7,7
4023.00,121,39,7,7
4024.00,123,39,6,6
4024.00,123,39,6,6
4025.00,121,35,5,5
4025.00,121,35,5,5
4026.00,119,34,5,5
4026.00,119,34,5,5
4027.00,116,36,6,6
4027.00,116,36,6,6
4028.00,109,36,6,6
4028.00,109,36,6,6
4029.00,109,35,6,6
4029.00,109,35,6,6
4030.00,108,31,6,6
4030.00,108,31,6,6
4031.00,105,30,6,6
4031.00,105,30,6,6
4032.00,101,31,6,6
4032.00,101,31,6,6
4033.00,99,30,7,7
4033.00,99,30,7,7
4034.00,95,30,7,7
4034.00,95,30,7,7
4035.00,94,31,7,7
4035.00,94,31,7,7
4036.00,92,30,9,9
4036.00,92,30,9,9
4037.00,93,27,8,8
4037.00,93,27,8,8
4038.00,94,26,8,8
4038.00,94,26,8,8
4039.00,91,25,8,8
4039.00,91,25,8,8
4040.00,90,26,8,8
4040.00,90,26,8,8
4041.00,90,25,8,8
4041.00,90,25,8,8
4042.00,87,22,8,8
4042.00,87,22,8,8
4043.00,87,22,9,9
4043.00,87,22,9,9
4044.00,86,24,9,9
4044.00,86,24,9,9
4045.00,85,25,9,9
4045.00,85,25,9,9
4046.00,86,25,9,9
4046.00,86,25,9,9
4047.00,85,27,9,9
4047.00,85,27,9,9
4048.00,80,25,7,7
4048.00,80,25,7,7
4049.00,83,27,7,7
4049.00,83,27,7,7
4050.00,87,28,6,6
4050.00,87,28,6,6
4051.00,87,28,7,7
4051.00,87,28,7,7
4052.00,87,27,7,7
4052.00,87,27,7,7
4053.00,94,30,7,7
4053.00,94,30,7,7
4054.00,94,31,8,8
4054.00,94,31,8,8
4055.00,92,32,8,8
4055.00,92,32,8,8
4056.00,91,34,8,8
4056.00,91,34,8,8
4057.00,91,33,8,8
4057.00,91,33,8,8
4058.00,94,35,9,9
4058.00,94,35,9,9
4059.00,91,36,8,8
4059.00,91,36,8,8
4060.00,94,36,8,8
4060.00,94,36,8,8
4061.00,94,40,7,7
4061.00,94,40,7,7
4062.00,92,38,6,6
4062.00,92,38,6,6
4063.00,88,37,5,5
4063.00,88,37,5,5
4064.00,88,37,5,5
4064.00,88,37,5,5
4065.00,89,39,5,5
4065.00,89,39,5,5
4066.00,85,39,6,6
4066.00,85,39,6,6
4067.00,85,39,6,6
4067.00,85,39,6,6
4068.00,82,39,5,5
4068.00,82,39,5,5
4069.00,82,35,5,5
4069.00,82,35,5,5
4070.00,81,37,6,6
4070.00,81,37,6,6
4071.00,82,39,6,6
4071.00,82,39,6,6
4072.00,81,39,6,6
4072.00,81,39,6,6
4073.00,84,38,5,5
4073.00,84,38,5,5
4074.00,86,42,6,6
4074.00,86,42,6,6
4075.00,88,43,6,6
4075.00,88,43,6,6
4076.00,90,45,6,6
4076.00,90,45,6,6
4077.00,94,45,6,6
4077.00,94,45,6,6
4078.00,97,45,6,6
4078.00,97,45,6,6
4079.00,96,46,6,6
4079.00,96,46,6,6
4080.00,89,44,7,7
4080.00,89,44,7,7
4081.00,91,44,6,6
4081.00,91,44,6,6
4082.00,92,45,6,6
4082.00,92,45,6,6
4083.00,88,41,6,6
4083.00,88,41,6,6
4084.00,91,41,6,6
4084.00,91,41,6,6
4085.00,89,42,6,6
4085.00,89,42,6,6
4086.00,85,42,4,4
4086.00,85,42,4,4
4087.00,85,40,3,3
4087.00,85,40,3,3
4088.00,87,42,3,3
4088.00,87,42,3,3
4089.00,89,42,3,3
4089.00,89,42,3,3
4090.00,89,39,3,3
4090.00,89,39,3,3
4091.00,90,38,4,4
4091.00,90,38,4,4
4092.00,91,40,4,4
4092.00,91,40,4,4
4093.00,91,41,4,4
4093.00,91,41,4,4
4094.00,89,38,4,4
4094.00,89,38,4,4
4095.00,89,37,4,4
4095.00,89,37,4,4
4096.00,90,38,4,4
4096.00,90,38,4,4
4097.00,93,40,4,4
4097.00,93,40,4,4
4098.00,92,40,6,6
4098.00,92,40,6,6
4099.00,91,41,6,6
4099.00,91,41,6,6
4100.00,89,41,5,5
4100.00,89,41,5,5
4101.00,90,46,5,5
4101.00,90,46,5,5
4102.00,91,48,4,4
4102.00,91,48,4,4
4103.00,89,46,4,4
4103.00,89,46,4,4
4104.00,87,44,4,4
4104.00,87,44,4,4
4105.00,88,46,5,5
4105.00,88,46,5,5
4106.00,90,46,5,5
4106.00,90,46,5,5
4107.00,87,44,5,5
4107.00,87,44,5,5
4108.00,85,43,4,4
4108.00,85,43,4,4
4109.00,84,41,3,3
4109.00,84,41,3,3
4110.00,84,42,3,3
4110.00,84,42,3,3
4111.00,82,42,3,3
4111.00,82,42,3,3
4112.00,82,42,3,3
4112.00,82,42,3,3
