"run","allowImportationsDuringBurnIn","isBatchRun","isolatePatientWhenDetected","doActiveSurveillanceAfterBurnIn","isolationEffectiveness","diseaseName","shape1","shape2","importationRate","isActiveSurveillanceAgent","beta","extraIteration","prob1","midstaySurveillanceAdherence","daysBetweenTests","simulationDurationAfterBurnIn","randomSeed","admissionSurveillanceAdherence","meanDetectionTime","avgDecolonizationTime","scale2","scale1","probSurveillanceDetection","burnInPeriod"
400,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.96,4,0.62531,0.954,7.0,5475,-928752633,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
5,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.04,1,0.62531,0.954,7.0,5475,-929613794,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
23,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.22,1,0.62531,0.954,7.0,5475,-929589470,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
41,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.4,1,0.62531,0.954,7.0,5475,-929551883,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
59,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.58,1,0.62531,0.954,7.0,5475,-929521330,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
77,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.76,1,0.62531,0.954,7.0,5475,-929478255,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
95,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.94,1,0.62531,0.954,7.0,5475,-929413826,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
113,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.11,2,0.62531,0.954,7.0,5475,-929357794,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
131,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.29,2,0.62531,0.954,7.0,5475,-929318391,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
149,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.47,2,0.62531,0.954,7.0,5475,-929283853,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
167,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.65,2,0.62531,0.954,7.0,5475,-929249195,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
185,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.83,2,0.62531,0.954,7.0,5475,-929210824,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
203,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.0,3,0.62531,0.954,7.0,5475,-929163627,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
221,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.18,3,0.62531,0.954,7.0,5475,-929162508,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
239,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.36,3,0.62531,0.954,7.0,5475,-929116134,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
257,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.54,3,0.62531,0.954,7.0,5475,-929073104,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
275,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.72,3,0.62531,0.954,7.0,5475,-929038218,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
293,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.9,3,0.62531,0.954,7.0,5475,-928987813,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
311,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.07,4,0.62531,0.954,7.0,5475,-928941715,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
329,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.25,4,0.62531,0.954,7.0,5475,-928912957,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
347,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.43,4,0.62531,0.954,7.0,5475,-928879134,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
365,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.61,4,0.62531,0.954,7.0,5475,-928844312,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
383,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.79,4,0.62531,0.954,7.0,5475,-928808833,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
401,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.97,4,0.62531,0.954,7.0,5475,-928762793,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
6,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.05,1,0.62531,0.954,7.0,5475,-929614010,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
24,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.23,1,0.62531,0.954,7.0,5475,-929587326,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
42,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.41,1,0.62531,0.954,7.0,5475,-929550782,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
60,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.59,1,0.62531,0.954,7.0,5475,-929518452,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
78,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.77,1,0.62531,0.954,7.0,5475,-929485227,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
96,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.95,1,0.62531,0.954,7.0,5475,-929437742,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
114,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.12,2,0.62531,0.954,7.0,5475,-929392972,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
132,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.3,2,0.62531,0.954,7.0,5475,-929352563,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
150,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.48,2,0.62531,0.954,7.0,5475,-929310178,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
168,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.66,2,0.62531,0.954,7.0,5475,-929268993,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
186,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.84,2,0.62531,0.954,7.0,5475,-929229394,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
204,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.01,3,0.62531,0.954,7.0,5475,-929179874,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
222,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.19,3,0.62531,0.954,7.0,5475,-929176020,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
240,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.37,3,0.62531,0.954,7.0,5475,-929134197,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
258,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.55,3,0.62531,0.954,7.0,5475,-929100498,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
276,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.73,3,0.62531,0.954,7.0,5475,-929065307,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
294,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.91,3,0.62531,0.954,7.0,5475,-929023936,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
312,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.08,4,0.62531,0.954,7.0,5475,-928979876,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
330,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.26,4,0.62531,0.954,7.0,5475,-928948983,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
348,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.44,4,0.62531,0.954,7.0,5475,-928915472,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
366,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.62,4,0.62531,0.954,7.0,5475,-928873992,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
384,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.8,4,0.62531,0.954,7.0,5475,-928836837,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
402,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.98,4,0.62531,0.954,7.0,5475,-928786751,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
7,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.06,1,0.62531,0.954,7.0,5475,-929613193,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
25,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.24,1,0.62531,0.954,7.0,5475,-929582897,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
43,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.42,1,0.62531,0.954,7.0,5475,-929538108,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
61,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.6,1,0.62531,0.954,7.0,5475,-929503729,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
79,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.78,1,0.62531,0.954,7.0,5475,-929465737,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
97,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.96,1,0.62531,0.954,7.0,5475,-929425117,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
115,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.13,2,0.62531,0.954,7.0,5475,-929368883,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
133,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.31,2,0.62531,0.954,7.0,5475,-929329964,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
151,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.49,2,0.62531,0.954,7.0,5475,-929290575,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
169,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.67,2,0.62531,0.954,7.0,5475,-929253258,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
187,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.85,2,0.62531,0.954,7.0,5475,-929208333,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
205,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.02,3,0.62531,0.954,7.0,5475,-929162752,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
223,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.2,3,0.62531,0.954,7.0,5475,-929155787,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
241,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.38,3,0.62531,0.954,7.0,5475,-929110124,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
259,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.56,3,0.62531,0.954,7.0,5475,-929078789,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
277,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.74,3,0.62531,0.954,7.0,5475,-929041421,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
295,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.92,3,0.62531,0.954,7.0,5475,-929002562,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
313,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.09,4,0.62531,0.954,7.0,5475,-928952320,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
331,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.27,4,0.62531,0.954,7.0,5475,-928920516,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
349,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.45,4,0.62531,0.954,7.0,5475,-928880831,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
367,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.63,4,0.62531,0.954,7.0,5475,-928846545,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
385,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.81,4,0.62531,0.954,7.0,5475,-928803564,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
403,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.99,4,0.62531,0.954,7.0,5475,-928773065,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
8,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.07,1,0.62531,0.954,7.0,5475,-929612290,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
26,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.25,1,0.62531,0.954,7.0,5475,-929575885,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
44,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.43,1,0.62531,0.954,7.0,5475,-929535825,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
62,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.61,1,0.62531,0.954,7.0,5475,-929503393,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
80,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.79,1,0.62531,0.954,7.0,5475,-929472474,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
98,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.97,1,0.62531,0.954,7.0,5475,-929434833,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
116,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.14,2,0.62531,0.954,7.0,5475,-929381619,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
134,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.32,2,0.62531,0.954,7.0,5475,-929339279,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
152,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.5,2,0.62531,0.954,7.0,5475,-929304788,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
170,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.68,2,0.62531,0.954,7.0,5475,-929275033,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
188,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.86,2,0.62531,0.954,7.0,5475,-929232885,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
206,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.03,3,0.62531,0.954,7.0,5475,-929182454,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
224,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.21,3,0.62531,0.954,7.0,5475,-929171877,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
242,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.39,3,0.62531,0.954,7.0,5475,-929136511,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
260,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.57,3,0.62531,0.954,7.0,5475,-929099529,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
278,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.75,3,0.62531,0.954,7.0,5475,-929065567,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
296,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.93,3,0.62531,0.954,7.0,5475,-929032366,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
314,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.1,4,0.62531,0.954,7.0,5475,-928990958,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
332,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.28,4,0.62531,0.954,7.0,5475,-928948490,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
350,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.46,4,0.62531,0.954,7.0,5475,-928916172,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
368,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.64,4,0.62531,0.954,7.0,5475,-928874936,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
386,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.82,4,0.62531,0.954,7.0,5475,-928829744,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
404,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",1.0,4,0.62531,0.954,7.0,5475,-928781598,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
9,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.08,1,0.62531,0.954,7.0,5475,-929611757,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
27,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.26,1,0.62531,0.954,7.0,5475,-929573768,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
45,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.44,1,0.62531,0.954,7.0,5475,-929531342,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
63,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.62,1,0.62531,0.954,7.0,5475,-929492461,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
81,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.8,1,0.62531,0.954,7.0,5475,-929443516,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
99,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.98,1,0.62531,0.954,7.0,5475,-929399182,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
117,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.15,2,0.62531,0.954,7.0,5475,-929354603,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
135,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.33,2,0.62531,0.954,7.0,5475,-929307557,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
153,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.51,2,0.62531,0.954,7.0,5475,-929262715,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
171,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.69,2,0.62531,0.954,7.0,5475,-929219613,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
189,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.87,2,0.62531,0.954,7.0,5475,-929180256,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
207,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.04,3,0.62531,0.954,7.0,5475,-929137677,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
225,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.22,3,0.62531,0.954,7.0,5475,-929121898,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
243,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.4,3,0.62531,0.954,7.0,5475,-929086983,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
261,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.58,3,0.62531,0.954,7.0,5475,-929045368,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
279,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.76,3,0.62531,0.954,7.0,5475,-929010844,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
297,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.94,3,0.62531,0.954,7.0,5475,-928967588,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
315,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.11,4,0.62531,0.954,7.0,5475,-928918973,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
333,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.29,4,0.62531,0.954,7.0,5475,-928874208,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
351,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.47,4,0.62531,0.954,7.0,5475,-928839814,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
369,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.65,4,0.62531,0.954,7.0,5475,-928802828,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
387,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.83,4,0.62531,0.954,7.0,5475,-928765395,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
