"run","DoActiveSurveillance","IsolationEffectiveness","DaysBetweenTests","tick","ClinicalDetections","MeanDailyPrevalence","MeanDischargePrevalence","ImportationPrevalence","NumberOfTransmissions"
399,"false",0.5,7.0,5474.0,3589,0.9732469546619518,0.9818533392830582,0.20137436510307738,37458
4,"false",0.5,7.0,5474.0,974,0.2922981883385903,0.2893081761006289,0.20030674846625768,5710
22,"false",0.5,7.0,5474.0,2972,0.8898858063441807,0.8871722846441947,0.20228053733208373,32706
40,"false",0.5,7.0,5474.0,3291,0.9505019571146519,0.9532824427480916,0.21455880103991437,35356
58,"false",0.5,7.0,5474.0,3435,0.963839015535558,0.9658133000312207,0.20699890642087174,36064
76,"false",0.5,7.0,5474.0,3571,0.9721436447423927,0.9772691888525611,0.20517214519395544,36678
94,"false",0.5,7.0,5474.0,3420,0.9774494831594032,0.9845442957297642,0.2029608404966571,36262
112,"false",0.5,7.0,5474.0,2111,0.6779392721808938,0.6766893986360818,0.20819798917246712,23560
130,"false",0.5,7.0,5474.0,3081,0.9315115463238098,0.9333029474323914,0.20733749429136855,34326
148,"false",0.5,7.0,5474.0,3367,0.9507021942103505,0.9628410159924742,0.1987450980392157,35822
166,"false",0.5,7.0,5474.0,3562,0.9670334536471119,0.970939125114714,0.20730216926367248,36936
184,"false",0.5,7.0,5474.0,3538,0.9712372791387742,0.9750198886237073,0.20964394060354463,37070
202,"false",0.5,7.0,5474.0,3637,0.9797421529511032,0.9849177330895795,0.20663304294666054,36596
220,"false",0.5,7.0,5474.0,2770,0.8429214854856814,0.8409232688708671,0.19849953110346982,31526
238,"false",0.5,7.0,5474.0,3267,0.9420317307738171,0.947196261682243,0.19950124688279303,35404
256,"false",0.5,7.0,5474.0,3441,0.9609391089045638,0.966692367000771,0.20923076923076922,36128
274,"false",0.5,7.0,5474.0,3540,0.9687892832000682,0.9789734075448361,0.20786255997523603,36820
292,"false",0.5,7.0,5474.0,3546,0.9701766430550777,0.980214986758062,0.20883221893951173,37724
310,"false",0.5,7.0,5474.0,1497,0.47958394028666107,0.4521619135234591,0.199203187250996,14072
328,"false",0.5,7.0,5474.0,3060,0.9065899022127106,0.9119154885816374,0.20952972217910912,34228
346,"false",0.5,7.0,5474.0,3394,0.949314628760083,0.9600123039064903,0.19852828453165722,35646
364,"false",0.5,7.0,5474.0,3495,0.9703880671382408,0.9724812719767619,0.20045906656465187,36244
382,"false",0.5,7.0,5474.0,3528,0.9751559045422592,0.9755170316301703,0.21427484401156596,36166
400,"false",0.5,7.0,5474.0,3634,0.975661576464799,0.9852692956882001,0.20795576716326217,36964
5,"false",0.5,7.0,5474.0,1199,0.3593434828738144,0.3563658648690057,0.21220484513952775,8182
23,"false",0.5,7.0,5474.0,2970,0.8982616210834902,0.8995941680444912,0.19873341375150785,33280
41,"false",0.5,7.0,5474.0,3317,0.9507340060308256,0.9574895656206523,0.19774795619312047,34970
59,"false",0.5,7.0,5474.0,3447,0.964195215564614,0.9713300955663481,0.20470219435736678,36024
77,"false",0.5,7.0,5474.0,3649,0.965394020627072,0.9734188817598534,0.20625759416767922,38086
95,"false",0.5,7.0,5474.0,3621,0.9720794141513762,0.9812596006144393,0.21196238631108372,37784
113,"false",0.5,7.0,5474.0,2211,0.7200560634620379,0.7170471841704719,0.20938738189576347,25006
131,"false",0.5,7.0,5474.0,3299,0.9308151395214557,0.932205995388163,0.21005055921556612,34662
149,"false",0.5,7.0,5474.0,3496,0.9585969997150658,0.9597192554165395,0.1960153256704981,35824
167,"false",0.5,7.0,5474.0,3551,0.9721723890127226,0.9786842508817666,0.21038125861276988,36084
185,"false",0.5,7.0,5474.0,3469,0.9748585540209567,0.9821401077752117,0.20499383477188657,36664
203,"false",0.5,7.0,5474.0,776,0.20092924129552092,0.1906254898886973,0.2062146892655367,0
221,"false",0.5,7.0,5474.0,2822,0.8559804813081688,0.8504488057203712,0.20362473347547974,31616
239,"false",0.5,7.0,5474.0,3363,0.9413814692425926,0.9455283283908226,0.20287365297516788,35544
257,"false",0.5,7.0,5474.0,3628,0.9664045395518936,0.9676475119396087,0.20601780779858767,35722
275,"false",0.5,7.0,5474.0,3407,0.965795258161322,0.9746051409104987,0.20425794507867942,37010
293,"false",0.5,7.0,5474.0,3562,0.9753133935848413,0.9819544272824591,0.2041876814916705,37024
311,"false",0.5,7.0,5474.0,1691,0.5307338070187628,0.5329148805878751,0.20739944734418175,16798
329,"false",0.5,7.0,5474.0,3050,0.9128231693534232,0.914245327469766,0.20119084926355374,33570
347,"false",0.5,7.0,5474.0,3351,0.9522418512674519,0.9563953488372093,0.20543760500992822,35652
365,"false",0.5,7.0,5474.0,3427,0.9679495688058352,0.9734402011629735,0.20534171249018068,35468
383,"false",0.5,7.0,5474.0,3513,0.9696379784349519,0.9771752450980392,0.20593635250917994,37060
401,"false",0.5,7.0,5474.0,3600,0.9788933875075767,0.9814756174794174,0.20339790409653857,36478
6,"false",0.5,7.0,5474.0,1304,0.42088150521861534,0.40196231116648495,0.20500855498522322,11092
24,"false",0.5,7.0,5474.0,2995,0.9020563327063787,0.9061767005473026,0.20637898686679174,33216
42,"false",0.5,7.0,5474.0,3486,0.9509556916354164,0.9528345367952067,0.20452446906740535,35474
60,"false",0.5,7.0,5474.0,3509,0.9670807510947736,0.9697158913518577,0.20926243567753003,35896
78,"false",0.5,7.0,5474.0,3404,0.9697552549707719,0.9793782221527886,0.20346929207688702,36722
96,"false",0.5,7.0,5474.0,3630,0.9751711962001203,0.9836897984305277,0.20792842819682245,37120
114,"false",0.5,7.0,5474.0,2322,0.7424711289047152,0.7511284046692607,0.20833333333333334,26544
132,"false",0.5,7.0,5474.0,3319,0.9278576055011413,0.9358507734303912,0.2010910744052129,35182
150,"false",0.5,7.0,5474.0,3468,0.9589273726230547,0.9673863114377583,0.20510859590088712,36472
168,"false",0.5,7.0,5474.0,3523,0.9686326923146688,0.9753276792598303,0.21206976385244636,36344
186,"false",0.5,7.0,5474.0,3486,0.9731756800922831,0.9796472184531886,0.20366751841274613,37522
204,"false",0.5,7.0,5474.0,813,0.22599530591524136,0.2178477690288714,0.20606435643564355,1626
222,"false",0.5,7.0,5474.0,3023,0.863580036027007,0.8688122605363985,0.20900568618410942,32304
240,"false",0.5,7.0,5474.0,3238,0.9479160864949026,0.9505392912172573,0.20218495153100477,35080
258,"false",0.5,7.0,5474.0,3356,0.9659522515304559,0.9717868338557993,0.2076742364917776,35914
276,"false",0.5,7.0,5474.0,3603,0.9710607698972693,0.9769990737882063,0.20192009910188913,36384
294,"false",0.5,7.0,5474.0,3580,0.9750933022216912,0.9809183990071362,0.1940391182862465,37278
312,"false",0.5,7.0,5474.0,1904,0.5909576130725408,0.5813304388277253,0.21070544554455445,19046
330,"false",0.5,7.0,5474.0,3107,0.917972724856651,0.9174953387197017,0.20289404076552045,33696
348,"false",0.5,7.0,5474.0,3394,0.9565066243682766,0.9629516694618082,0.20777828816414026,36052
366,"false",0.5,7.0,5474.0,3447,0.9673742762480347,0.974679635633781,0.21783400185128046,36170
384,"false",0.5,7.0,5474.0,3548,0.9696577489908815,0.9805659203980099,0.210289089213553,37356
402,"false",0.5,7.0,5474.0,3551,0.9764189590851271,0.9835989478570324,0.21205080545229243,36696
7,"false",0.5,7.0,5474.0,1483,0.48663481897972105,0.4766879775456105,0.20832034901838578,13962
25,"false",0.5,7.0,5474.0,2997,0.9030545249984523,0.9081413210445468,0.2114794352363413,33824
43,"false",0.5,7.0,5474.0,3302,0.9479023095653382,0.954653937947494,0.2026445754341246,35170
61,"false",0.5,7.0,5474.0,3449,0.9670542146761097,0.9708129584352079,0.20777233782129742,35660
79,"false",0.5,7.0,5474.0,3577,0.97642715024998,0.9750467872738615,0.21033840422229122,36148
97,"false",0.5,7.0,5474.0,3515,0.9716522523881679,0.9790730119361339,0.19937743190661478,38286
115,"false",0.5,7.0,5474.0,2391,0.7786354638816357,0.7648759701719677,0.20905499848070494,27896
133,"false",0.5,7.0,5474.0,3262,0.934724770003374,0.9418729817007535,0.2058282208588957,34896
151,"false",0.5,7.0,5474.0,3516,0.9629773533544982,0.9648431580542507,0.202335810708327,35496
169,"false",0.5,7.0,5474.0,3513,0.9682651319493767,0.9745520252973949,0.2212842930358758,36562
187,"false",0.5,7.0,5474.0,3577,0.9717662599153254,0.9799568300955905,0.21150592216582065,37028
205,"false",0.5,7.0,5474.0,900,0.25476803795812347,0.256792018419033,0.20519920012305798,3552
223,"false",0.5,7.0,5474.0,2914,0.8717865818368452,0.873660995589162,0.19949811794228356,32730
241,"false",0.5,7.0,5474.0,3339,0.9499785138085833,0.9482323232323232,0.2054036972665508,34302
259,"false",0.5,7.0,5474.0,3412,0.9656338165641333,0.9658053535509825,0.19925685090571296,35536
277,"false",0.5,7.0,5474.0,3492,0.971612671299207,0.9755756067205974,0.20706834812392963,36286
295,"false",0.5,7.0,5474.0,3592,0.9744429069149404,0.9779917469050894,0.20363026235509457,37200
313,"false",0.5,7.0,5474.0,2031,0.6499728109331153,0.6288756655183213,0.20065635255508674,21200
331,"false",0.5,7.0,5474.0,3161,0.9149573807040293,0.922679605572077,0.21174266083697688,34572
349,"false",0.5,7.0,5474.0,3487,0.957182258245266,0.9643455736705775,0.2040006107802718,35668
367,"false",0.5,7.0,5474.0,3459,0.9625449543372213,0.9706466901085461,0.1992044063647491,36408
385,"false",0.5,7.0,5474.0,3416,0.9784069283306175,0.9804013797428661,0.21553610503282275,35440
403,"false",0.5,7.0,5474.0,3529,0.978691028544663,0.9808517156862745,0.21491026231017027,36588
8,"false",0.5,7.0,5474.0,1598,0.5206022430703227,0.50390625,0.198217914647491,16370
26,"false",0.5,7.0,5474.0,3141,0.9105906320675613,0.9200994870200528,0.2106488668115492,33598
44,"false",0.5,7.0,5474.0,3398,0.9581526858323098,0.95817843866171,0.20738900962434026,35436
62,"false",0.5,7.0,5474.0,3493,0.9709985168993902,0.9725771268307885,0.20249609984399375,35458
80,"false",0.5,7.0,5474.0,3507,0.9758558964546236,0.9837154150197629,0.20414294750158127,35542
98,"false",0.5,7.0,5474.0,3601,0.972988066039287,0.9802560542958507,0.2112567463377024,37356
116,"false",0.5,7.0,5474.0,2496,0.806961280585149,0.7933436532507739,0.20857850727779498,28770
134,"false",0.5,7.0,5474.0,3181,0.9341940094365576,0.9378760529482552,0.21271797955502106,35040
152,"false",0.5,7.0,5474.0,3486,0.9655758482705078,0.9682017543859649,0.20712939698492464,35262
170,"false",0.5,7.0,5474.0,3635,0.9693444191799299,0.9730588769486908,0.20623392343773642,36762
188,"false",0.5,7.0,5474.0,3437,0.9727097957629967,0.9771181199752629,0.20089769385544035,37130
206,"false",0.5,7.0,5474.0,1082,0.3131850732254011,0.3037974683544304,0.20458743842364532,5970
224,"false",0.5,7.0,5474.0,2961,0.8943327739788024,0.8886670761670762,0.20817329850975572,32514
242,"false",0.5,7.0,5474.0,3386,0.9504575016177327,0.9497589049618914,0.2125019388863037,35132
260,"false",0.5,7.0,5474.0,3424,0.9671905905151736,0.9673677698731828,0.20875212617906294,35792
278,"false",0.5,7.0,5474.0,3521,0.9770160517697082,0.9767194157029824,0.2168034032209055,35556
296,"false",0.5,7.0,5474.0,3618,0.9791308861703398,0.9804580152671756,0.21129995406522736,36712
314,"false",0.5,7.0,5474.0,2158,0.6818591846388857,0.6859350850077279,0.2003095975232198,24022
332,"false",0.5,7.0,5474.0,3186,0.9277584287614103,0.9280332154390282,0.21008145074535117,33828
350,"false",0.5,7.0,5474.0,3486,0.9556675044428814,0.9591680685120049,0.2040785035265256,36068
368,"false",0.5,7.0,5474.0,3572,0.9672286628785164,0.9726521412471826,0.21259960908134115,36980
386,"false",0.5,7.0,5474.0,3575,0.9712988131184451,0.9781679389312977,0.1935483870967742,37354
404,"false",0.5,7.0,5474.0,3636,0.9716909271564461,0.9834416589291242,0.2017001545595054,38260
9,"false",0.5,7.0,5474.0,1907,0.574869052816469,0.5621365166819712,0.20562175374274366,19038
27,"false",0.5,7.0,5474.0,3161,0.917606832680314,0.9163382843285844,0.21010315533980584,34144
45,"false",0.5,7.0,5474.0,3429,0.9519665874137091,0.9614469300333175,0.19758192809417754,35612
63,"false",0.5,7.0,5474.0,3377,0.9652476716424016,0.9727511998761418,0.2084493964716806,36816
81,"false",0.5,7.0,5474.0,3491,0.9704258057580969,0.9760460413750195,0.19713707795238836,36864
99,"false",0.5,7.0,5474.0,3603,0.9768061882927365,0.9813211845102505,0.2116732703444072,37346
117,"false",0.5,7.0,5474.0,2647,0.8106830918356767,0.8168278826961461,0.21053437452151277,30104
135,"false",0.5,7.0,5474.0,3258,0.933978764148894,0.939963614311704,0.2000604869197036,35464
153,"false",0.5,7.0,5474.0,3494,0.9586202564557995,0.9637870185668252,0.20227133210558626,36306
171,"false",0.5,7.0,5474.0,3552,0.9702264017183521,0.9771604938271605,0.20948860135551448,36432
189,"false",0.5,7.0,5474.0,3505,0.9769436250193043,0.9827963715983735,0.20028054862842892,36674
207,"false",0.5,7.0,5474.0,1140,0.3524417923263026,0.3376403630210737,0.20104679802955666,8208
225,"false",0.5,7.0,5474.0,3044,0.8943879862341962,0.8968769325912183,0.2146281119529921,33018
243,"false",0.5,7.0,5474.0,3337,0.9487087146450516,0.9509011808576756,0.1990065197143744,35656
261,"false",0.5,7.0,5474.0,3420,0.968698330264221,0.9681978798586572,0.2085504137296966,36300
279,"false",0.5,7.0,5474.0,3441,0.9732552636253526,0.977251480211904,0.19567920422754118,36938
297,"false",0.5,7.0,5474.0,3575,0.9753592662061125,0.9827773467804499,0.20443961502638933,37882
315,"false",0.5,7.0,5474.0,2271,0.7159105621397328,0.7100886056272345,0.21213539229449385,25522
333,"false",0.5,7.0,5474.0,3184,0.9314085624105924,0.9272727272727272,0.19906904577191623,34574
351,"false",0.5,7.0,5474.0,3429,0.9598476346375561,0.9591616581907844,0.20529493729679518,35688
369,"false",0.5,7.0,5474.0,3478,0.9656942222722904,0.9774914622787954,0.21754658385093167,36250
387,"false",0.5,7.0,5474.0,3600,0.9713912070080576,0.9776806617761823,0.20171473109898674,37050
